"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVA","HIVA","HIVA","","","",0,*,"","","","null {[]} {[]}
","HIV.A Registration Logical Model","Logical Model for HIV.A Registration data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVC","HIVC.pepRepeatUser","HIVC.pepRepeatUser","","","",1,1,"","","","string {[]} {[]}
","Repeat user","The client has used post-exposure prophylaxis (PEP) before","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE33
",,,,"HIVC.pepRepeatUser",1,1,"",""
"HIVC","HIVC.datesOfPastPepUse","HIVC.datesOfPastPepUse","","","",1,1,"","","","string {[]} {[]}
","Date(s) of past PEP use","Dates when the client previously used post-exposure prophylaxis (PEP)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE34
",,,,"HIVC.datesOfPastPepUse",1,1,"",""
"HIVC","HIVC.dateClientCompletesPepCourse","HIVC.dateClientCompletesPepCourse","","","",1,1,"","","","string {[]} {[]}
","Date client completes PEP course","Date client completes PEP course","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE35
",,,,"HIVC.dateClientCompletesPepCourse",1,1,"",""
"HIVC","HIVC.signsOfSubstantialRiskOfHivInfection","HIVC.signsOfSubstantialRiskOfHivInfection","","","",1,1,"","","","string {[]} {[]}
","Signs of substantial risk of HIV infection","Signs the client is at a substantial risk of HIV infection","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE36
",,,,"HIVC.signsOfSubstantialRiskOfHivInfection",1,1,"",""
"HIVC","HIVC.noCondomUseDuringSexWithMoreThanOnePartnerInThePast6Months","HIVC.noCondomUseDuringSexWithMoreThanOnePartnerInThePast6Months","","","",1,1,"","","","string {[]} {[]}
","No condom use during sex with more than one partner in the past 6 months","Recent vaginal or anal sexual intercourse without a condom with more than one partner","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE37
",,,,"HIVC.noCondomUseDuringSexWithMoreThanOnePartnerInThePast6Months",1,1,"",""
"HIVC","HIVC.stiInThePast6Months","HIVC.stiInThePast6Months","","","",1,1,"","","","string {[]} {[]}
","STI in the past 6 months","A recent history (in the last 6 months) of a sexually transmitted infection (STI ) by laboratory testing, self-report or syndromic STI treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE38
",,,,"HIVC.stiInThePast6Months",1,1,"",""
"HIVC","HIVC.aSexualPartnerInThePast6MonthsHadHivRF","HIVC.aSexualPartnerInThePast6MonthsHadHivRF","","","",1,1,"","","","string {[]} {[]}
","A sexual partner in the past 6 months had one or more HIV risk factors","A recent sex partner of the client had HIV risk factors","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE39
",,,,"HIVC.aSexualPartnerInThePast6MonthsHadHivRF",1,1,"",""
"HIVC","HIVC.prepRequestedByClient","HIVC.prepRequestedByClient","","","",1,1,"","","","string {[]} {[]}
","PrEP requested by client","Client is requesting PrEP, reflecting a decision-making process has already taken place and suggesting of substantial risk of HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE40
",,,,"HIVC.prepRequestedByClient",1,1,"",""
"HIVC","HIVC.pregnancyIntentionInSerodiscordantPartnerships","HIVC.pregnancyIntentionInSerodiscordantPartnerships","","","",1,1,"","","","string {[]} {[]}
","Pregnancy intention in serodiscordant partnerships","Clients intention or desire in the next year to either become pregnant or prevent a future pregnancy (in serodiscordant partnerships)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE41
",,,,"HIVC.pregnancyIntentionInSerodiscordantPartnerships",1,1,"",""
"HIVC","HIVC.yesIWantToBecomePregnant","HIVC.yesIWantToBecomePregnant","","","",1,1,"","","","string {[]} {[]}
","Yes, I want to become pregnant","Client intends to become pregnant","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE42
",,,,"HIVC.yesIWantToBecomePregnant",1,1,"",""
"HIVC","HIVC.imOkEitherWay","HIVC.imOkEitherWay","","","",1,1,"","","","string {[]} {[]}
","Im OK either way","Client is not intending to become pregnant, but would not be adverse to becoming pregnant","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE43
",,,,"HIVC.imOkEitherWay",1,1,"",""
"HIVC","HIVC.noIDontWantToBecomePregnant","HIVC.noIDontWantToBecomePregnant","","","",1,1,"","","","string {[]} {[]}
","No, I dont want to become pregnant","Client does not intend to become pregnant","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE44
",,,,"HIVC.noIDontWantToBecomePregnant",1,1,"",""
"HIVC","HIVC.unsure","HIVC.unsure","","","",1,1,"","","","string {[]} {[]}
","Unsure","Client is unsure or undecided about her pregnancy intentions","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE45
",,,,"HIVC.unsure",1,1,"",""
"HIVC","HIVC.acuteHivInfectionSymptoms","HIVC.acuteHivInfectionSymptoms","","","",1,1,"","","","string {[]} {[]}
","Acute HIV infection symptoms","Symptoms that could suggest an acute HIV infection","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE46
",,,,"HIVC.acuteHivInfectionSymptoms",1,1,"",""
"HIVC","HIVC.fever","HIVC.fever","","","",1,1,"","","","string {[]} {[]}
","Fever","Clients symptoms include a fever","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE47
",,,,"HIVC.fever",1,1,"",""
"HIVC","HIVC.soreThroat","HIVC.soreThroat","","","",1,1,"","","","string {[]} {[]}
","Sore throat","Clients symptoms include a sore throat","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE48
",,,,"HIVC.soreThroat",1,1,"",""
"HIVC","HIVC.aches","HIVC.aches","","","",1,1,"","","","string {[]} {[]}
","Aches","Clients symptoms include aches","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE49
",,,,"HIVC.aches",1,1,"",""
"HIVC","HIVC.pains","HIVC.pains","","","",1,1,"","","","string {[]} {[]}
","Pains","Clients symptoms include pains","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE50
",,,,"HIVC.pains",1,1,"",""
"HIVC","HIVC.swollenGlands","HIVC.swollenGlands","","","",1,1,"","","","string {[]} {[]}
","Swollen glands","Clients symptoms include swollen glands","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE51
",,,,"HIVC.swollenGlands",1,1,"",""
"HIVC","HIVC.mouthSores","HIVC.mouthSores","","","",1,1,"","","","string {[]} {[]}
","Mouth sores","Clients symptoms include a mouth sores","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE52
",,,,"HIVC.mouthSores",1,1,"",""
"HIVC","HIVC.headaches","HIVC.headaches","","","",1,1,"","","","string {[]} {[]}
","Headaches","Clients symptoms include a headaches","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE53
",,,,"HIVC.headaches",1,1,"",""
"HIVC","HIVC.rash","HIVC.rash","","","",1,1,"","","","string {[]} {[]}
","Rash","Clients symptoms include a rash","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE54
",,,,"HIVC.rash",1,1,"",""
"HIVC","HIVC.sexPartnersHivTreatmentStatus","HIVC.sexPartnersHivTreatmentStatus","","","",1,1,"","","","string {[]} {[]}
","Sex partners HIV treatment status","Treatment adherence of clients sex partner for partners that are HIV-positive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE55
",,,,"HIVC.sexPartnersHivTreatmentStatus",1,1,"",""
"HIVC","HIVC.notOnArt","HIVC.notOnArt","","","",1,1,"","","","string {[]} {[]}
","Not on ART","Sex partner is HIV-positive and not on ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE56
",,,,"HIVC.notOnArt",1,1,"",""
"HIVC","HIVC.onArtLessThan6Months","HIVC.onArtLessThan6Months","","","",1,1,"","","","string {[]} {[]}
","On ART less than 6 months","Sex partner is HIV-positive and is on ART less than 6 months. ART may take up to 6 months to suppress viral load. In studies of serodiscordant couples, pre-exposure prophylaxis (PrEP) has provided a useful bridge to full viral suppression by the partner during that time.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE57
",,,,"HIVC.onArtLessThan6Months",1,1,"",""
"HIVC","HIVC.partnerHasSuspectedLowAdherenceToArt","HIVC.partnerHasSuspectedLowAdherenceToArt","","","",1,1,"","","","string {[]} {[]}
","Partner has suspected low adherence to ART","Sex partner is HIV-positive and is suspected to have low adherence to ART. There have been gaps in the partners treatment adherence or the couple is not communicating openly about treatment adherence and viral load test results.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE58
",,,,"HIVC.partnerHasSuspectedLowAdherenceToArt",1,1,"",""
"HIVC","HIVC.partnerIsNotVirallySuppressed","HIVC.partnerIsNotVirallySuppressed","","","",1,1,"","","","string {[]} {[]}
","Partner is not virally suppressed","Sex partner is HIV-positive and not virally suppressed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE59
",,,,"HIVC.partnerIsNotVirallySuppressed",1,1,"",""
"HIVC","HIVC.partnerIsVirallyS6plus","HIVC.partnerIsVirallyS6plus","","","",1,1,"","","","string {[]} {[]}
","Partner is virally suppressed and has been on ART for 6 months or more","Sex partner is HIV-positive and virally suppressed with 6 months or more on ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE60
",,,,"HIVC.partnerIsVirallyS6plus",1,1,"",""
"HIVC","HIVC.suitableForPrep","HIVC.suitableForPrep","","","",1,1,"","","","string {[]} {[]}
","Suitable for PrEP","The client is suitable for PrEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE61
",,,,"HIVC.suitableForPrep",1,1,"",""
"HIVC","HIVC.offeredPrep","HIVC.offeredPrep","","","",1,1,"","","","string {[]} {[]}
","Offered PrEP","After being evaluated as suitable for PrEP, the client was offered PrEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE62
",,,,"HIVC.offeredPrep",1,1,"",""
"HIVC","HIVC.screeningsAndDiagnosticsForPrepUsers","HIVC.screeningsAndDiagnosticsForPrepUsers","","","",1,1,"","","","string {[]} {[]}
","Screenings and diagnostics for PrEP users","Listing of tests for clients on or starting pre-exposure prophylaxis (PrEP) that may be recommended or should be considered","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE63
",,,,"HIVC.screeningsAndDiagnosticsForPrepUsers",1,1,"",""
"HIVC","HIVC.serumCreatinineTest","HIVC.serumCreatinineTest","","","",1,1,"","","","string {[]} {[]}
","Serum creatinine test","Test serum creatinine to identify pre-existing renal disease (estimated creatinine clearance less than 60 ml/min)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE64
",,,,"HIVC.serumCreatinineTest",1,1,"",""
"HIVC","HIVC.hepatitisBTest","HIVC.hepatitisBTest","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B test","Hepatitis B test recommended for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE65
",,,,"HIVC.hepatitisBTest",1,1,"",""
"HIVC","HIVC.hepatitisCTest","HIVC.hepatitisCTest","","","",1,1,"","","","string {[]} {[]}
","Hepatitis C test","Hepatitis C test recommended for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE66
",,,,"HIVC.hepatitisCTest",1,1,"",""
"HIVC","HIVC.syphilisTest","HIVC.syphilisTest","","","",1,1,"","","","string {[]} {[]}
","Syphilis test","Syphilis test recommended for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE67
",,,,"HIVC.syphilisTest",1,1,"",""
"HIVC","HIVC.otherScreeningForStis","HIVC.otherScreeningForStis","","","",1,1,"","","","string {[]} {[]}
","Other screening for STIs","Other STI screening recommended for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE68
",,,,"HIVC.otherScreeningForStis",1,1,"",""
"HIVC","HIVC.pregnancyTesting","HIVC.pregnancyTesting","","","",1,1,"","","","string {[]} {[]}
","Pregnancy testing","Pregnancy testing for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE69
",,,,"HIVC.pregnancyTesting",1,1,"",""
"HIVC","HIVC.reviewVaccinationHistory","HIVC.reviewVaccinationHistory","","","",1,1,"","","","string {[]} {[]}
","Review vaccination history","Review vaccination history recommended for client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE70
",,,,"HIVC.reviewVaccinationHistory",1,1,"",""
"HIVC","HIVC.serumCreatinineTestDate","HIVC.serumCreatinineTestDate","","","",1,1,"","","","string {[]} {[]}
","Serum creatinine test date","Test serum creatinine to identify pre-existing renal disease (estimated creatinine clearance less than 60 ml/min)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE71
",,,,"HIVC.serumCreatinineTestDate",1,1,"",""
"HIVC","HIVC.serumCreatinineTestResult","HIVC.serumCreatinineTestResult","","","",1,1,"","","","string {[]} {[]}
","Serum creatinine test result","Test serum creatinine to identify pre-existing renal disease (estimated creatinine clearance less than 60 ml/min).","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE72
",,,,"HIVC.serumCreatinineTestResult",1,1,"",""
"HIVC","HIVC.dateMedicationsDispensed","HIVC.dateMedicationsDispensed","","","",1,1,"","","","string {[]} {[]}
","Date medications dispensed","Date the client was dispensed medications","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE73
",,,,"HIVC.dateMedicationsDispensed",1,1,"",""
"HIVC","HIVC.dateMedicationsPrescribed","HIVC.dateMedicationsPrescribed","","","",1,1,"","","","string {[]} {[]}
","Date medications prescribed","Date the client was prescribed medications","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE74
",,,,"HIVC.dateMedicationsPrescribed",1,1,"",""
"HIVC","HIVC.medicationsPrescribed","HIVC.medicationsPrescribed","","","",1,1,"","","","string {[]} {[]}
","Medications prescribed","Medications the client was prescribed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE75
",,,,"HIVC.medicationsPrescribed",1,1,"",""
"HIVC","HIVC.prepForHivPrevention","HIVC.prepForHivPrevention","","","",1,1,"","","","string {[]} {[]}
","PrEP for HIV prevention","Client was prescribed pre-exposure prophylaxis (PrEP) for HIV prevention","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE76
",,,,"HIVC.prepForHivPrevention",1,1,"",""
"HIVC","HIVC.pepForHivPrevention","HIVC.pepForHivPrevention","","","",1,1,"","","","string {[]} {[]}
","PEP for HIV prevention","Client was prescribed post-exposure prophylaxis (PEP) for HIV prevention","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE77
",,,,"HIVC.pepForHivPrevention",1,1,"",""
"HIVC","HIVC.medOther","HIVC.medOther","","","",1,1,"","","","string {[]} {[]}
","Other","Client was prescribed other medications","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE78
",,,,"HIVC.medOther",1,1,"",""
"HIVC","HIVC.medOtherSpecify","HIVC.medOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Client was prescribed other medications (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE79
",,,,"HIVC.medOtherSpecify",1,1,"",""
"HIVC","HIVC.prepProductPrescribed","HIVC.prepProductPrescribed","","","",1,1,"","","","string {[]} {[]}
","PrEP product prescribed","PrEP product that the client was prescribed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE80
",,,,"HIVC.prepProductPrescribed",1,1,"",""
"HIVC","HIVC.oralPrep","HIVC.oralPrep","","","",1,1,"","","","string {[]} {[]}
","Oral PrEP","Client was prescribed oral PrEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE81
",,,,"HIVC.oralPrep",1,1,"",""
"HIVC","HIVC.presDapivirineVaginalRingDvr","HIVC.presDapivirineVaginalRingDvr","","","",1,1,"","","","string {[]} {[]}
","Dapivirine vaginal ring (DVR)","Client was prescribed dapivirine vaginal ring (DVR)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE82
",,,,"HIVC.presDapivirineVaginalRingDvr",1,1,"",""
"HIVC","HIVC.presCabLa","HIVC.presCabLa","","","",1,1,"","","","string {[]} {[]}
","CAB-LA","Client was prescribed long-acting cabotegravir (CAB-LA)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE83
",,,,"HIVC.presCabLa",1,1,"",""
"HIVC","HIVC.presOther","HIVC.presOther","","","",1,1,"","","","string {[]} {[]}
","Other","Client was prescribed other PrEP product","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE84
",,,,"HIVC.presOther",1,1,"",""
"HIVC","HIVC.presOtherSpecify","HIVC.presOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Client was prescribed other PrEP product (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE85
",,,,"HIVC.presOtherSpecify",1,1,"",""
"HIVC","HIVC.datePrepPrescribed","HIVC.datePrepPrescribed","","","",1,1,"","","","string {[]} {[]}
","Date PrEP prescribed","Date client was prescribed PrEP, including initial prescription and repeats","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE86
",,,,"HIVC.datePrepPrescribed",1,1,"",""
"HIVC","HIVC.datePrepDispensed","HIVC.datePrepDispensed","","","",1,1,"","","","string {[]} {[]}
","Date PrEP dispensed","Date client was dispensed PrEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE87
",,,,"HIVC.datePrepDispensed",1,1,"",""
"HIVC","HIVC.volumeOfPrepProductPrescribedDispensed","HIVC.volumeOfPrepProductPrescribedDispensed","","","",1,1,"","","","string {[]} {[]}
","Volume of PrEP product prescribed/dispensed","Volume of PrEP product the client was prescribed or dispensed (for example, number of pills, number of devices)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE88
",,,,"HIVC.volumeOfPrepProductPrescribedDispensed",1,1,"",""
"HIVC","HIVC.datePepPrescribed","HIVC.datePepPrescribed","","","",1,1,"","","","string {[]} {[]}
","Date PEP prescribed","Date the client was prescribed PEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE89
",,,,"HIVC.datePepPrescribed",1,1,"",""
"HIVC","HIVC.datePepCourseCompletion","HIVC.datePepCourseCompletion","","","",1,1,"","","","string {[]} {[]}
","Date PEP course completion","Date client completes PEP course","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE90
",,,,"HIVC.datePepCourseCompletion",1,1,"",""
"HIVC","HIVC.preferredPepBackboneRegimen","HIVC.preferredPepBackboneRegimen","","","",1,1,"","","","string {[]} {[]}
","Preferred PEP backbone regimen","Preferred backbone regimen for PEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE91
",,,,"HIVC.preferredPepBackboneRegimen",1,1,"",""
"HIVC","HIVC.prefTdf3Tc","HIVC.prefTdf3Tc","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC","Preferred backbone containing tenofovir disoproxil fumarate and lamivudine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE92
",,,,"HIVC.prefTdf3Tc",1,1,"",""
"HIVC","HIVC.prefTdfFtc","HIVC.prefTdfFtc","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC","Preferred backbone containing tenofovir disoproxil fumarate and emtricitabine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE93
",,,,"HIVC.prefTdfFtc",1,1,"",""
"HIVC","HIVC.prefAzt3Tc","HIVC.prefAzt3Tc","","","",1,1,"","","","string {[]} {[]}
","AZT + 3TC","Preferred backbone containing zidovudine and lamivudine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE94
",,,,"HIVC.prefAzt3Tc",1,1,"",""
"HIVC","HIVC.alternativePepBackboneRegimen","HIVC.alternativePepBackboneRegimen","","","",1,1,"","","","string {[]} {[]}
","Alternative PEP backbone regimen","Alternative backbone regimen for PEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE95
",,,,"HIVC.alternativePepBackboneRegimen",1,1,"",""
"HIVC","HIVC.altAbc3Tc","HIVC.altAbc3Tc","","","",1,1,"","","","string {[]} {[]}
","ABC + 3TC","Alternative backbone containing abacavir and lamivudine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE96
",,,,"HIVC.altAbc3Tc",1,1,"",""
"HIVC","HIVC.altTdf3Tc","HIVC.altTdf3Tc","","","",1,1,"","","","string {[]} {[]}
","TDF + 3TC","Alternative backbone containing tenofovir disoproxil fumarate and lamivudine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE97
",,,,"HIVC.altTdf3Tc",1,1,"",""
"HIVC","HIVC.altTdfFtc","HIVC.altTdfFtc","","","",1,1,"","","","string {[]} {[]}
","TDF + FTC","Alternative backbone containing tenofovir disoproxil fumarate and emtricitabine","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE98
",,,,"HIVC.altTdfFtc",1,1,"",""
"HIVC","HIVC.preferredThirdPepDrug","HIVC.preferredThirdPepDrug","","","",1,1,"","","","string {[]} {[]}
","Preferred third PEP drug","Preferred third drug for PEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE99
",,,,"HIVC.preferredThirdPepDrug",1,1,"",""
"HIVC","HIVC.dtg","HIVC.dtg","","","",1,1,"","","","string {[]} {[]}
","DTG","Preferred third drug of dolutegravir","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE100
",,,,"HIVC.dtg",1,1,"",""
"HIVC","HIVC.alternativeThirdPepDrug","HIVC.alternativeThirdPepDrug","","","",1,1,"","","","string {[]} {[]}
","Alternative third PEP drug","Alternative third drug for PEP","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE101
",,,,"HIVC.alternativeThirdPepDrug",1,1,"",""
"HIVC","HIVC.atvr","HIVC.atvr","","","",1,1,"","","","string {[]} {[]}
","ATV/r","Alternative third drug of atazanavir/ritonavir (ATV/r)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE102
",,,,"HIVC.atvr",1,1,"",""
"HIVC","HIVC.drvr","HIVC.drvr","","","",1,1,"","","","string {[]} {[]}
","DRV/r","Alternative third drug of darunavir/ritonavir (DRV/r)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE103
",,,,"HIVC.drvr",1,1,"",""
"HIVC","HIVC.lpvr","HIVC.lpvr","","","",1,1,"","","","string {[]} {[]}
","LPV/r","Alternative third drug of lopinavir/ritonavir (LPV/r)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE104
",,,,"HIVC.lpvr",1,1,"",""
"HIVC","HIVC.ral","HIVC.ral","","","",1,1,"","","","string {[]} {[]}
","RAL","Alternative third drug of raltegravir (RAL)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE105
",,,,"HIVC.ral",1,1,"",""
"HIVC","HIVC.estimatedCreatinineClearance","HIVC.estimatedCreatinineClearance","","","",1,1,"","","","string {[]} {[]}
","Estimated creatinine clearance","Estimated creatinine clearance of the client returned from lab in mL/min","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE106
",,,,"HIVC.estimatedCreatinineClearance",1,1,"",""
"HIVC","HIVC.sexFactorForEstimatingCreatinineClearance","HIVC.sexFactorForEstimatingCreatinineClearance","","","",1,1,"","","","string {[]} {[]}
","Sex factor for estimating creatinine clearance","Value used for gender for calculating creatinine clearance if required. For transgender populations, the sex at birth is used in the Cockcroft-Gault equation if the person is not using hormone therapy; among transgender populations using hormone therapy for more than three months, the current gender can be used.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE107
",,,,"HIVC.sexFactorForEstimatingCreatinineClearance",1,1,"",""
"HIVC","HIVC.male","HIVC.male","","","",1,1,"","","","string {[]} {[]}
","Male","Male client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE108
",,,,"HIVC.male",1,1,"",""
"HIVC","HIVC.female","HIVC.female","","","",1,1,"","","","string {[]} {[]}
","Female","Female client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE109
",,,,"HIVC.female",1,1,"",""
"HIVC","HIVC.estimatedCreatinineClearanceCQE","HIVC.estimatedCreatinineClearanceCQE","","","",1,1,"","","","string {[]} {[]}
","Estimated creatinine clearance (Cockcroft–Gault equation)","If the laboratory does not have the capacity to estimate creatinine clearance, the provider can use the Cockcroft–Gault equation to calculate estimated creatinine clearance based on measured serum creatinine, the client’s sex at birth, age and estimated lean body weight.","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE110
",,,,"HIVC.estimatedCreatinineClearanceCQE",1,1,"",""
"HIVC","HIVC.dateOfSampleCollection","HIVC.dateOfSampleCollection","","","",1,1,"","","","string {[]} {[]}
","Date of sample collection","Date when the specimen was collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE111
",,,,"HIVC.dateOfSampleCollection",1,1,"",""
"HIVC","HIVC.contraindicationsToPrepUsage","HIVC.contraindicationsToPrepUsage","","","",1,1,"","","","string {[]} {[]}
","Contraindications to PrEP usage","Listing of contraindications to pre-exposure prophylaxis (PrEP)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE112
",,,,"HIVC.contraindicationsToPrepUsage",1,1,"",""
